10404,513,513
0,0,243,238,139
0,3,238,234,135
0,6,235,232,137
0,10,232,228,142
1,11,231,226,146
0,17,232,225,160
0,23,228,221,176
0,29,215,210,176
1,32,213,204,176
1,38,220,212,185
1,43,222,214,193
1,53,223,215,175
1,61,220,208,158
3,66,198,179,144
1,70,128,103,87
1,74,102,70,54
2,81,155,104,74
1,87,128,84,63
2,91,58,35,22
2,97,34,19,12
2,102,84,56,37
1,106,163,121,86
2,110,189,129,87
2,113,147,103,78
1,117,74,53,44
1,123,47,38,34
0,129,40,32,29
1,133,68,48,36
0,138,96,67,48
0,142,138,95,66
0,146,181,132,95
0,149,211,167,127
1,151,239,196,154
0,164,225,171,120
0,168,217,163,109
0,172,216,168,120
1,178,220,166,113
0,185,200,121,64
1,187,210,133,79
1,193,204,138,82
1,197,225,178,128
1,205,217,155,93
1,210,203,139,90
4,215,159,103,72
1,215,182,122,83
0,221,197,138,93
0,226,203,146,99
1,231,206,156,107
0,238,207,149,99
1,244,199,144,90
1,248,191,132,79
1,256,180,119,65
1,258,204,137,82
1,262,200,131,72
1,269,184,115,58
1,277,197,125,68
1,282,181,97,39
1,287,180,91,33
2,292,198,120,60
1,296,178,93,38
2,301,186,103,45
1,305,184,105,47
1,310,192,120,59
1,315,195,118,61
1,319,180,108,50
1,324,198,132,76
1,331,205,138,81
1,335,190,122,68
2,340,166,101,45
1,344,183,122,68
1,350,195,143,98
2,356,206,148,94
1,362,178,110,58
1,365,185,124,69
2,369,194,138,84
1,375,200,149,100
2,380,188,135,87
2,385,178,123,76
1,391,168,114,67
1,395,190,140,93
1,401,213,169,126
1,407,184,143,112
1,411,208,181,160
1,416,195,181,173
2,422,160,146,144
1,427,185,176,175
2,433,160,158,164
3,435,116,111,122
3,439,124,116,121
1,443,92,82,83
1,450,84,74,71
1,455,107,90,84
1,460,97,74,66
1,465,87,70,64
1,470,67,59,54
1,476,139,131,131
1,481,150,143,144
1,486,143,133,134
2,489,171,161,163
2,495,155,145,146
2,501,131,115,112
1,508,118,98,90
2,0,242,236,143
2,2,240,234,140
2,5,236,232,142
0,8,234,230,140
1,9,236,231,147
0,13,229,223,142
0,19,229,223,167
1,26,224,218,179
3,29,219,212,182
4,35,216,208,180
2,48,222,215,190
4,56,223,212,158
6,62,221,206,151
3,68,158,135,112
6,70,110,82,68
6,76,147,102,76
6,82,112,71,53
5,86,74,47,34
6,92,25,15,11
7,96,79,49,34
5,102,146,104,73
6,106,185,130,91
6,112,101,71,61
6,118,27,22,22
3,120,40,32,30
4,125,78,64,60
3,130,81,59,48
2,136,127,96,75
3,136,162,123,98
2,141,161,117,87
2,146,203,155,116
2,149,228,185,143
1,153,248,206,163
0,155,241,198,153
2,166,217,165,115
1,170,215,165,115
1,174,223,174,125
1,182,214,146,89
1,190,203,136,75
2,195,203,145,93
1,201,222,172,120
4,202,214,158,106
5,211,197,137,96
5,216,115,67,43
5,220,124,76,52
3,221,166,108,72
3,226,185,127,85
7,231,184,132,93
4,233,200,150,107
3,238,207,151,102
5,247,190,128,79
1,253,205,146,94
4,259,181,115,59
2,266,197,130,71
6,272,177,109,53
2,274,197,129,75
4,279,188,116,59
6,286,187,106,47
6,292,194,117,59
6,297,169,87,31
6,299,199,118,59
7,304,167,88,31
5,308,198,123,66
3,313,175,97,40
5,317,186,110,52
3,321,195,124,65
2,328,187,120,62
10,333,201,137,84
4,337,183,117,62
4,346,189,134,86
5,351,205,150,103
2,356,180,123,67
5,361,188,118,64
7,365,203,136,77
4,370,174,117,63
7,374,203,146,92
7,379,185,134,85
4,387,206,156,114
6,392,182,133,89
6,397,203,151,104
7,401,182,129,82
5,405,188,144,107
5,410,206,178,157
7,415,193,177,167
4,419,173,159,155
6,425,197,187,185
7,430,168,162,164
8,436,89,83,90
5,442,102,93,98
4,446,116,107,105
6,449,95,85,83
5,456,88,69,62
7,462,89,71,63
5,467,65,54,49
5,472,99,94,92
5,475,124,119,119
5,480,149,141,145
6,485,113,104,105
5,492,119,109,110
7,495,145,132,128
6,502,116,94,86
5,509,116,96,85
4,0,242,234,149
4,3,239,232,148
6,4,243,235,161
4,7,239,233,156
3,9,237,232,155
3,13,232,226,157
1,15,231,224,151
3,21,230,223,177
4,25,227,219,186
6,31,219,210,187
4,41,220,213,190
7,51,219,212,170
11,62,220,208,150
11,66,175,159,127
11,71,129,99,82
10,77,94,65,50
11,80,45,31,23
8,86,33,22,18
11,90,29,14,8
10,97,145,99,64
11,101,185,132,91
10,107,159,120,99
11,111,40,31,31
9,115,48,37,35
7,121,60,52,45
7,125,120,99,85
5,130,123,91,72
6,133,161,119,89
8,133,184,140,105
5,137,183,138,105
3,141,189,144,111
4,145,222,178,136
4,151,250,210,168
2,156,245,202,160
0,158,241,196,153
4,169,222,175,131
4,176,220,171,124
3,181,214,154,99
4,185,206,136,78
4,188,215,143,88
5,192,204,135,79
5,198,227,177,127
4,207,215,155,100
11,216,130,84,57
7,217,93,55,35
7,225,140,91,62
10,231,155,107,79
13,231,111,73,55
8,236,192,132,87
5,240,196,136,83
6,244,198,139,87
3,250,185,122,71
4,255,191,127,71
6,261,194,131,77
11,273,178,111,58
8,276,205,143,90
8,281,188,111,53
11,285,202,129,72
12,290,198,126,68
10,295,186,109,52
11,300,189,109,50
10,304,193,115,57
8,313,183,108,52
11,318,196,125,70
12,320,161,91,37
8,321,190,121,63
6,325,182,111,55
6,333,177,112,58
8,338,197,135,83
6,342,189,132,82
9,350,178,122,75
7,355,193,132,81
9,360,172,101,46
11,367,179,102,46
8,370,195,130,72
10,377,169,106,60
13,381,201,156,120
11,388,169,125,85
9,385,197,153,115
12,394,194,143,98
11,399,178,123,75
11,405,198,152,110
9,410,196,170,148
11,419,145,131,119
10,422,175,162,154
11,427,151,141,139
11,432,127,121,123
13,436,40,33,36
9,440,121,113,113
10,444,93,84,86
11,448,96,85,84
9,453,89,75,72
10,458,105,87,77
10,467,66,55,49
11,472,112,108,106
10,476,144,138,142
11,481,140,130,135
10,485,129,120,120
9,490,151,140,141
11,497,115,93,85
10,502,142,118,107
10,506,142,123,113
7,0,245,236,163
5,1,241,233,154
8,3,245,236,167
6,6,239,233,163
5,10,234,229,163
5,14,231,225,167
3,17,229,223,166
5,19,227,221,177
7,27,222,213,186
8,37,218,211,184
7,45,220,212,186
11,56,222,212,148
17,60,216,205,150
16,67,124,104,90
15,72,112,85,73
16,75,62,47,39
16,80,9,4,4
13,86,11,5,6
14,92,111,75,50
16,96,176,126,87
16,102,159,119,96
15,106,94,75,71
16,110,33,28,31
14,115,61,50,47
10,121,103,87,74
12,123,152,124,102
7,127,151,124,109
8,131,165,127,98
11,131,184,145,112
9,136,199,157,121
6,143,216,172,134
7,146,236,196,156
5,148,239,200,157
4,154,249,208,168
1,160,235,187,147
2,162,228,179,135
4,165,220,170,126
8,173,217,172,128
7,184,210,150,92
9,187,215,154,101
9,191,207,147,96
7,203,209,151,97
8,207,211,155,100
9,213,187,129,90
14,220,105,69,46
9,219,76,45,29
10,226,95,61,43
14,230,64,37,27
12,236,134,81,51
11,240,176,111,70
16,245,166,106,66
11,246,191,133,85
8,255,196,132,73
6,268,196,133,78
11,267,187,128,74
15,276,205,150,99
12,280,188,118,63
16,286,193,127,69
16,293,182,108,48
15,297,205,130,75
16,300,172,90,35
14,304,185,105,48
11,309,194,124,65
14,313,178,103,47
15,322,197,131,76
13,326,190,125,70
9,328,189,120,66
14,330,184,117,60
12,336,177,115,63
11,340,176,118,66
10,345,193,137,88
11,352,199,142,95
12,363,203,132,76
15,367,160,83,30
13,371,177,103,50
13,376,177,113,64
18,379,187,139,93
15,384,179,136,103
15,389,191,145,106
17,397,173,118,73
15,400,198,145,99
16,406,187,142,101
13,412,197,176,159
16,417,153,137,128
18,421,190,179,175
15,424,152,141,139
17,432,49,46,47
13,436,86,79,80
16,440,120,109,111
16,444,77,68,68
14,450,81,69,68
14,455,100,83,78
14,459,97,77,69
14,463,80,63,55
15,468,74,62,56
15,477,150,142,146
17,480,124,114,118
16,485,93,84,84
15,490,131,115,112
18,494,105,80,70
15,502,158,139,129
12,510,109,89,78
14,0,243,235,181
9,0,246,236,170
10,4,243,235,172
8,7,239,232,169
7,10,236,229,172
7,12,234,227,176
7,16,231,224,177
8,19,228,220,184
7,23,228,220,189
10,31,219,209,185
12,41,218,209,179
12,48,216,207,165
20,64,157,142,114
23,65,101,88,76
20,69,78,64,57
20,73,41,31,27
21,79,10,8,8
18,86,34,20,11
21,93,173,126,98
22,97,132,103,92
22,102,71,61,64
20,106,41,34,38
19,111,67,54,48
14,117,105,87,79
